,AAPL daily return,MSFT daily return,F daily return,BAC daily return,1D,1M,2M,3M,6M,9M,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,11Y,12Y,13Y,14Y,15Y,16Y,17Y,18Y,19Y,20Y,25Y,30Y,35Y,40Y
2022-11-15,0.011799441292469546,0.0017372282822855712,0.016925606696092697,-0.001590136313044679,0.0004306187051598964,0.00010215663528390095,9.92177518240045e-05,0.0001033725524959006,-3.940571036190055e-05,-0.0001283201611046031,-0.0001747315493347973,-0.0006831470376194998,-0.0008975448810532027,-0.0008903109019733971,-0.0008446668350848008,-0.000803936108398004,-0.0007733621212663022,-0.0007532837302655984,-0.0007458742078609998,-0.0007529264297053001,-0.0007723765081261019,-0.0007870719970130974,-0.0007848752650618032,-0.0007748824662485998,-0.0007680829570352044,-0.0007706947418810034,-0.0007800651981984957,-0.0007923831256094957,-0.0008045384616605991,-0.0008141341671344046,-0.0008454660639349021,-0.0008972274870470004,-0.0007889809799092005,-0.0007223967258222011
2022-11-16,-0.00836602476732167,0.0018218426123314871,-0.02837070213248584,-0.009059569959155812,-0.003623520004493695,-0.0005884543098539016,0.0006019743962831989,0.00031215066170569433,2.571244760660174e-05,0.0001398649665036028,0.00012198684334920051,-2.1846917885599837e-05,-0.0003326611913657962,-0.0005313335709180023,-0.0006735694722702981,-0.0008420564563906968,-0.0010017939228759015,-0.0011184406975945013,-0.0011939229168693027,-0.0012359355619668971,-0.0012518358374999997,-0.0012604976111598998,-0.0012742206224192962,-0.0012831368945207047,-0.0012755177853980976,-0.0012459728954328994,-0.0012030214919251034,-0.0011562065105897995,-0.0011134332217243997,-0.0010806795506221947,-0.0010474833471664988,-0.0009663300743113987,-0.0007208777635364996,-0.0005476063596825988
2022-11-17,0.012887980909882803,-0.00020686144111318788,0.0007191838011264023,-0.00509866464757699,-3.246951077990473e-05,0.00012397820526569708,0.00017992191982319633,0.0001861618495214018,0.00030559484969130274,0.0004368184655696994,0.0005422409237325967,0.0009522867541479005,0.0009612400459939954,0.0009026477410212022,0.0008635875898315992,0.0008258022355992004,0.0008084198510968019,0.0008221236277385011,0.0008357752378215025,0.0008193115155822953,0.000762187615367102,0.000699210915142294,0.0006590411763149964,0.0006298681939480993,0.0005954485432694973,0.0005469054728935024,0.0004912067400760986,0.00043701127114479515,0.00039157592896039983,0.0003603018097417948,0.0003337378859865972,0.0001761909080946998,-6.795283341839986e-05,-0.00016027191290220177
2022-11-18,0.003774758368109758,-0.0019051817384692124,0.00573476786492266,0.0005380257347478151,0.00012987222442470414,9.223575000580353e-05,0.00011322182694629979,0.00016447019740749996,0.00031998797676619645,0.0004304915225643996,0.0005034112302818028,0.0006636009276105997,0.0007661544663499012,0.0007725315463432969,0.0007841959358391992,0.0007271750158905979,0.0006395079506096024,0.0005717044866562979,0.0005293771055706956,0.0005092690115076001,0.0005077076466976013,0.0005133253146392056,0.0005166314430369023,0.0005153720099584022,0.0005090625765333048,0.0004979165231406013,0.00048426834850890527,0.00047040940150640254,0.00045825698804149995,0.00044924220318340313,0.00044435305022990507,0.0004345265627385998,0.0003839772577757007,0.0003251463617497015
2022-11-21,-0.02191870145164246,0.0034350107476575987,-0.0028632729927865696,0.0032213668759391635,-9.057252683510042e-05,0.00042882358844439916,0.0005146882149827045,0.0004498210198818006,0.0003220281251365975,0.0003110378094881988,0.00032892625682690024,0.00023385448010800058,0.0001870844086371004,0.00021478112798119925,0.00016551664551930217,0.00012406577839400162,0.00011725251632949824,0.0001335555682712014,0.00014809510778670404,0.00014137415126190545,0.00010588368932520215,5.8962795484694686e-05,1.6804169263501256e-05,-1.7687537220700822e-05,-4.4184509795902605e-05,-6.313716596300506e-05,-7.686153652910338e-05,-8.776075238690201e-05,-9.765463330420332e-05,-0.00010807573899310197,-0.000193475308518605,-0.000306848551690702,-0.0003138295569098011,-0.00028145354904579936
2022-11-22,0.014554694156221935,0.012236282239835895,0.008565340733756864,0.00481295288497225,2.9441735973398386e-05,0.00011507573975880203,0.0001657001265259958,0.0002027954421627981,0.0002403972917033037,0.00022146270257220046,0.00015737140715479936,-0.0003546734086845027,-0.0006593154825543998,-0.0006721558043067954,-0.0007211533005454032,-0.0007523063621056036,-0.0007832436801191028,-0.0008480113613937024,-0.0009168646144111017,-0.0009571814819979013,-0.0009560587584056049,-0.0009443491378951993,-0.0009485721014420023,-0.0009632554261496951,-0.0009784604629399021,-0.000988110854317499,-0.0009923331861703966,-0.0009923595456306986,-0.0009891683114434946,-0.0009835457045054008,-0.0009528667977559968,-0.0009813156897367989,-0.0010497642712654007,-0.0010434794690238024
2022-11-23,0.0059088437116965,0.010353109758637092,-0.0028470484387328786,0.0031958232585715183,0.0026914639247537023,3.661134707799718e-05,-0.0013761112389163999,-0.00037849246700080025,4.639174428949788e-05,-0.0003128458693505004,-0.00029978888631790324,-0.0002084457207510021,-0.00025238142555979864,-0.0003409891285984998,-0.0004016302635813998,-0.00044036096964900073,-0.0004573619378528959,-0.0004515464978590983,-0.00044455530758109874,-0.0004557470683244011,-0.0004920505441873002,-0.0005332793577804001,-0.0005619181455637015,-0.0005797375563275017,-0.000591325928628296,-0.0006001412355051,-0.0006084207997240007,-0.0006178603784749992,-0.0006297273761995056,-0.0006450979741150012,-0.0007452759993457,-0.0007512380082939987,-0.000599951559825597,-0.0005073976042884003
2022-11-25,-0.019788118492477063,-0.0003635605301022013,0.003557545835620395,0.0023900658525021034,0.00046854908279889834,-2.51552802897001e-05,3.344616192819949e-05,0.00017217160672420434,8.064683135709794e-05,-1.6994498133096614e-05,-6.043562254259838e-05,4.938100222305619e-06,-1.5216857727103072e-05,-6.309992334670167e-05,-4.232650532959986e-05,-3.107035766159588e-05,-3.730838673580289e-05,-4.968779829359754e-05,-6.072796090560162e-05,-6.494704369779808e-05,-5.9453957169199045e-05,-4.594844730879816e-05,-2.7586786504295302e-05,-9.24600111080337e-06,4.774693373399419e-06,1.2363523696705403e-05,1.5875387758601534e-05,1.8178012831902846e-05,2.1522281634905882e-05,2.7721347107705074e-05,8.325860872330018e-05,0.00012145137555749988,0.00022193936770689704,0.00029074046811550236
2022-11-28,-0.02661533634833956,-0.023424686016617357,-0.02517212529121748,-0.022533189292967763,-0.00018192855979860117,-0.00043364791809909903,0.00019547499820390252,0.00031665354900419634,0.00013117185910560547,6.71364717324957e-05,3.0483012767201778e-05,-6.709717547370014e-05,-3.0524600874999586e-05,-4.662698625090139e-05,-8.500719217689745e-05,-8.007555658510329e-05,-6.292155070519723e-05,-6.321213555920274e-05,-6.710163859090235e-05,-5.6710122090505855e-05,-2.5609447946300934e-05,7.5777837705987006e-06,2.654814667119726e-05,3.254530919179904e-05,2.9574969908997828e-05,2.0866451720100154e-05,9.268571564295669e-06,-3.004862618803672e-06,-1.4109429713200783e-05,-2.2660279399101813e-05,-2.2328136353801792e-05,-2.5147649344102463e-05,-0.00015384759956229774,-0.00028222421518660223
2022-11-29,-0.021375133630381994,-0.005932470223759965,0.0014556407392427282,0.0037910618360372295,2.5788041400499895e-05,-0.00017043348097459804,-2.1119520160400862e-05,-7.034508465289524e-05,-7.240963976379994e-05,-6.549369429779961e-05,-3.511069165210157e-05,7.076798142796603e-06,2.5750147317801786e-05,4.450856151300142e-05,0.00010257586718859929,0.00015159238731790592,0.00020988785413270095,0.000292776130846599,0.0003669550106886049,0.0004009833233721005,0.00038480201565450206,0.000357442771953799,0.0003513401466228999,0.00036249547698440077,0.00038140738740879976,0.00040177526504779626,0.0004216421139527013,0.0004402230410760974,0.00045675731485969595,0.00047077179748279685,0.0004966293088317017,0.00046425416785540047,0.0004381589801172002,0.00044275661359160015
2022-11-30,0.04745008935682544,0.05979939155296521,0.01084996774806755,0.02271295648342241,0.0001270335571684003,-8.657396460930167e-05,2.2804452615300674e-05,-7.466974190460662e-05,-0.00015051284645530016,-0.0003084944994897962,-0.00048315151877850043,-0.001016554495196699,-0.0011113295586228991,-0.0010406602435222984,-0.0009215074517511038,-0.0007394666581421044,-0.0005936363729977037,-0.0005440513343000011,-0.0005270987950816014,-0.00047698197656859814,-0.00036813851589449775,-0.0002546897282917973,-0.000182223928736798,-0.00013811815757639595,-0.00010269787444699974,-6.374158819349995e-05,-2.2835078660500552e-05,1.629242130950226e-05,5.0396431162703925e-05,7.716936394479984e-05,0.0001746346938195989,0.0003518858403160005,0.0003194526572386988,0.00019604946525380099
2022-12-01,0.0018897369249137451,-0.0017653543285167138,0.012866516803907031,-0.029120581501923627,9.582847187759869e-05,-0.00013226372306870265,0.00016215796887889683,1.0183010667200176e-05,-0.0003298748962940051,-0.0005071636666682047,-0.0006126482263245012,-0.0009436888235010016,-0.0011593414418558032,-0.001286293183955206,-0.0013484168736472013,-0.0014648974207523008,-0.001581532587721396,-0.0016453426289565962,-0.0016691908018000023,-0.0016723977553808993,-0.0016664855061701012,-0.0016555976250591,-0.0016423275404992034,-0.0016314020033948023,-0.0016270706647041992,-0.001630876033825699,-0.0016377488130931012,-0.0016421647768304001,-0.0016397256689388018,-0.0016269584029354987,-0.0015208553219307995,-0.001594305646512001,-0.0015154329801171998,-0.0013719607582413015
2022-12-02,-0.0033768687429178664,0.0012949861639858968,-0.015748275996593827,-0.012942354916045163,0.0009061947718250057,0.0001949768087435022,0.0001695553555664045,0.0002216169775783039,0.0003129010906376059,0.000362693790666703,0.00036786077202910494,0.00016387148806730478,-0.000128412527425098,-0.00022974752334069953,-0.00028779247177199846,-0.00026223280882849836,-0.00021026884102120363,-0.0001858928719221005,-0.0001888320069690988,-0.0002105116578762986,-0.00024349373468280158,-0.00027503530462889836,-0.00029654650015119993,-0.0003112054969541013,-0.0003234579192093988,-0.0003362625420906991,-0.0003500667448286983,-0.0003648422347036981,-0.0003804529853196001,-0.00039689400070689815,-0.00047783079529509914,-0.0005196253618186993,-0.0005116068007030988,-0.0004941949558747993
2022-12-05,-0.008015301196242053,-0.01908148217152828,-0.03524600841957071,-0.045649247442013506,-0.0001536239453991048,-0.00028785534857560247,0.00036369478603109906,0.00042847445899960035,0.0004835969471317994,0.0006504058603927013,0.0007805695193218998,0.0011084293056350947,0.0011711282448602992,0.001212860799612303,0.0011676004408677013,0.0011257373640995993,0.0010940172330747011,0.001057989573860097,0.0010203874311073002,0.0009860236008799005,0.0009558218525242031,0.0009200120642359998,0.0008730051322660033,0.0008252266077646044,0.0007881691162908988,0.0007674900942232984,0.000757349886405901,0.0007506520458806024,0.0007418337043579998,0.0007264060407850999,0.0006009711889285001,0.000598273517354201,0.0005926553733097972,0.000591659898800001
2022-12-06,-0.02569735636889132,-0.020512786075746837,-0.007501932666423367,-0.0435818565635968,-0.00032058795336669527,-3.771786328640031e-05,0.00013954908152900153,6.63499624043995e-05,-0.00010117916090990331,-0.0001787172364407022,-0.0002555464903552032,-0.00035699845526449697,-0.0003799597340954017,-0.0004861007140894019,-0.0005588367907759031,-0.0006872058859773017,-0.0008351209940559989,-0.0009588329202337986,-0.0010499427463152022,-0.001107668679272901,-0.0011335781715034014,-0.0011393879784481024,-0.0011355167498984034,-0.001128436401922301,-0.0011227294459024983,-0.0011208655906892982,-0.0011212555045247014,-0.001121824947902604,-0.0011209295700176994,-0.0011172617333410004,-0.0010945664917947004,-0.001130091446713801,-0.0010540034782795978,-0.0009664183350947993
2022-12-07,-0.01388082658680999,-0.0030643536526690136,-0.013646836222883705,-0.007910146481606525,0.0002093998072124001,-6.705082526099748e-06,0.00010134657148110071,6.741980487520033e-05,-0.00018196225977640257,-0.0003242087555873005,-0.0004511383606448996,-0.0008605523965036013,-0.0009300679651420007,-0.0009568237060609969,-0.0009814223987000964,-0.0009911600386625988,-0.0009728363928870991,-0.0009258281487170006,-0.0008745719576248,-0.0008400583453852008,-0.0008305237079494002,-0.0008285337336114001,-0.0008198214227106981,-0.0008084263003278018,-0.0008008370493100027,-0.0008006008121246022,-0.0008057475893941991,-0.0008136383910660981,-0.0008221238221151998,-0.0008295418835472003,-0.0008670054307429002,-0.0007603052096252991,7.322782680549769e-05,0.00039774435653449833
2022-12-08,0.012059739132127104,0.01232306199745299,0.0015255071471589746,-0.009205275085087151,0.0005434222464517982,-5.824314496889749e-05,9.048912260099795e-05,0.00016902227100869943,0.00019442939182150176,0.00025029792183769994,0.00032751227511899905,0.0005440146191979037,0.0006870816818818001,0.0008147559272820015,0.0009020380894068994,0.0009386928179977994,0.0009563311350157012,0.0009758742611593041,0.0009885526483457002,0.0009839589375310008,0.0009574567062459981,0.0009140288361580012,0.0008610425609016994,0.0008106484001321988,0.0007738353226850007,0.0007556138727787994,0.0007489451543526982,0.0007456950262094003,0.000739454011342601,0.0007250825773656017,0.0006279610060638992,0.0005442439856007987,-0.00036770466879359684,-0.000764678134609599
2022-12-09,-0.0034408487724813122,-0.008035505828011224,0.004562775592260109,-0.001851146314810252,0.001562477827413096,0.00042454697357199866,0.0003250934621032986,0.0002777344540689994,0.00015087144397980118,0.00012279035888609902,0.00011615255432460142,0.0001808662313500936,0.00032916867033869895,0.000456290936480995,0.0005357085311904972,0.0006225495565961997,0.0007016238178128992,0.0007553411853503944,0.0007917649736630013,0.0008206925296870976,0.0008491428542363039,0.000885912012767897,0.000934438275756802,0.0009836716091282012,0.0010218751286429004,0.001042916999912498,0.0010510655793654032,0.001051870864109298,0.0010497222850760976,0.0010481363368867978,0.0010700878663921012,0.0010834046857581998,0.0010520592025417969,0.0009893229588705983
2022-12-12,0.016257054468969426,0.02847979982884993,0.021021740204529966,0.010751033666535134,-0.0001014104730969953,-0.00023781253440279676,0.00035992067964479846,0.0004040760377140018,0.0003072318404718985,0.0003217460507188019,0.0003354631602896993,0.00044232759274850236,0.0005175369028299001,0.0005041451224161025,0.00047290315071020494,0.0004121353354193044,0.0003605411199255962,0.00034419280488120346,0.00035282390338829683,0.0003746618672332003,0.0003993047557070972,0.00040865039697240285,0.0003924014661321959,0.0003629557963708979,0.0003343992729342993,0.00031510947200270173,0.00030382115788080144,0.00029763784454490266,0.0002943112790213011,0.0002919975463116023,0.0002629472138209986,0.00019750510569700036,0.00016690536009490026,0.0001853494901289006
2022-12-13,0.006759698512608991,0.017313985543434735,0.00813918974003407,0.000610997084332405,0.0002344068371088956,-5.525379971130229e-05,-3.0590725665601004e-05,-0.00016285715903620324,-0.0006517018184235002,-0.0009244375234883015,-0.001118423898828401,-0.0016115531972557967,-0.0015056084311880977,-0.0014075855154319986,-0.0013108754022931046,-0.0012583522292606009,-0.0012225242746080958,-0.0011769384052781016,-0.0011321371898493984,-0.0011004346066707978,-0.0010836565395977993,-0.0010579672139994015,-0.0010081387745460996,-0.0009511406164678972,-0.0009065158142118994,-0.0008843711116830986,-0.0008767696330415041,-0.0008737382691969033,-0.0008674108121749999,-0.0008514859085048017,-0.0006572753559067994,-0.0005099990147266996,-0.00040694286060519863,-0.0003917006886639991
2022-12-14,-0.015657753623584108,0.0011670550501984252,-0.006654453295892915,-0.014455154914660779,-0.006362434817263195,0.0008989864765562017,0.00044499400104550113,-0.0003209021363325959,-0.0002623270933686944,-4.795684509599496e-05,-2.6861508432798886e-05,-1.4176531608803278e-05,-2.0381048852199934e-05,-2.2034520188798923e-05,-2.939067570809778e-05,-1.0676976490202328e-05,1.2569141967795627e-05,2.2512802209700283e-05,3.030608924070241e-05,4.823882715419836e-05,7.732220707679788e-05,9.169832226310279e-05,7.504423859420323e-05,4.694409577929784e-05,2.9456060926698335e-05,3.44850785813991e-05,5.431473459520039e-05,7.895730720100178e-05,0.00010032385572629823,0.00011213137871579973,2.4666633007399547e-05,-7.26481446072999e-05,9.147892699901128e-06,0.00011548153543690029
2022-12-15,-0.047987581562718096,-0.03243877392560688,-0.033952647787354136,-0.01592539490917645,0.00012217919062069982,0.0001608429905937958,0.00012100520970469847,0.0001027182409530994,0.00021941895285009644,0.0002661904181737937,0.0002552298175058018,0.00013717262289150017,-1.0803426716596287e-05,-0.00015950719066270408,-0.00023052335431270055,-0.0002702720245923995,-0.0003013960249399969,-0.0003317045928097999,-0.00036546758584799985,-0.0004051178120433978,-0.0004474979422472991,-0.0004734539967786999,-0.00047178111802290146,-0.00045896117549779764,-0.0004531243152304,-0.0004641985773487997,-0.0004857835665421986,-0.000509494393582402,-0.0005285192526783972,-0.0005375907714795999,-0.00043950583442739846,-0.0003818271511666013,-0.0006565312761797996,-0.0008305087648958001
2022-12-16,-0.014686018553255468,-0.017500938119855074,-0.07239746542246378,-0.002205758439435388,-0.0008952957280929028,-0.0004823763716529997,-6.575389847609386e-05,7.072452600299928e-05,-0.00021131824796399856,-0.0003887360134701978,-0.00045942468062610403,-0.0005051934228288008,-0.00036596173521200037,-0.00018709147849459845,-5.941184225789764e-05,6.769449950069784e-05,0.00017629628931879748,0.00024807700917190215,0.00029518413086060055,0.00033074466667409874,0.0003587562372696987,0.0003659483019932998,0.0003453970352907988,0.00031633830007929756,0.00029897074908500146,0.0003041964431549013,0.00032457064194749835,0.00035044893767170043,0.00037400362141789753,0.00038916785471360127,0.00034124428098189843,0.000309312707841302,0.0004192525935048999,0.0004955273248415
2022-12-19,-0.016037658756427164,-0.017479911174774716,-0.03612318214981002,0.011292356315926977,-0.0009223958340080982,-0.00015304560713409743,0.00037040889773019836,0.0005156387094934003,0.00042851099606570214,0.0004993151041944033,0.00045945405097020525,0.0005827853401495012,0.0006387450054679,0.000724278995800097,0.000776734539741801,0.0008310642440195054,0.0008568539875166009,0.0008872874693161975,0.0009159779754884002,0.0009058470119640005,0.0008402319184752996,0.0007664178693809962,0.0007331332745453036,0.0007319962583022983,0.0007465083422153983,0.0007646776547421026,0.0007789441766348007,0.000783821227034201,0.0007749442260629007,0.0007488797000874993,0.0005623306636479003,0.0007446123747322994,0.0008994457852730987,0.0009073001083107005
2022-12-20,-0.0005287004020394404,0.005598770730316581,-0.01899874676826139,0.0040467462184995,-0.0005353238078436018,-0.00016948132544580136,7.838242611409724e-05,0.0001437316423326951,4.529735887269515e-05,3.9220149059687737e-07,-9.113284092102103e-06,0.00018137464790089763,0.0003551035574339001,0.0005137703968813023,0.0006485500826387963,0.0007746366742646948,0.0008561984950698973,0.0008478426754539026,0.0007934958977465975,0.0007516129976289018,0.000753598977653501,0.0007705352779859009,0.0007674952855931949,0.0007494476119219023,0.0007273496206489025,0.000708532055115299,0.0006957254653760028,0.0006903537990601005,0.0006935756756181015,0.0007062668595780031,0.0007562577045060019,0.0005251174645822011,0.00045122344814790133,0.0004831960965503007
2022-12-21,0.023530346084619527,0.010817919340491304,0.026668153279105558,0.015107490854134991,-0.00048265338615949976,-0.0001686245573555012,-9.8204091740009e-06,4.828157998106042e-06,-0.0001240474037181999,-0.00018633298404249765,-0.0002544042727986029,-0.00029331158943149416,-0.00016151856834490524,-3.6509954402998146e-05,5.2329355454600046e-05,8.81222849119026e-05,9.458913559480531e-05,0.00010182509394159739,0.0001136695161602988,0.00012681814921029766,0.00013908393806590091,0.00014936537815190415,0.0001571312246632997,0.00016244685531779934,0.00016537502950719762,0.0001662866462166998,0.00016654010901949456,0.00016745779765409835,0.00017007742378009894,0.00017523220301209758,0.0002474059194651976,0.00036686989608429935,0.0004426917502827997,0.0004577632799948987
2022-12-22,-0.024059684042664366,-0.025860272223152233,-0.04071585417370427,-0.00891356403588292,-0.0006562567972323019,-0.00023401884310059878,3.6944189320403664e-05,0.00013653039138299822,0.00023219570755050184,0.0003183521021269953,0.0003225452810123042,0.0003745364718196961,0.00034082990051900047,0.00025305150452399616,0.00016276122976489893,7.889784812899897e-05,1.5109598689798387e-05,-2.100453771630012e-05,-4.013257285830074e-05,-5.525562646770121e-05,-7.279753591730304e-05,-8.37994849373011e-05,-7.996587934430005e-05,-7.05601037254977e-05,-6.617289482279548e-05,-7.263296346680242e-05,-8.648689567349738e-05,-0.00010315325377240059,-0.00011888005424810083,-0.00013078933466129788,-0.0001488031735240973,-0.0001621418548796022,-6.68726889263005e-05,2.3809691706400127e-05
